article_id	start_position	end_position	entity_text	entity_type	source
45	2105	2107	61	med_exam	3-bert
45	2261	2265	一兩公斤	med_exam	3-bert
45	3210	3213	1/3	med_exam	3-bert
45	3224	3227	1/3	med_exam	3-bert
47	130	134	九十公斤	med_exam	3-bert
48	247	250	100	med_exam	3-bert
48	649	652	140	med_exam	3-bert
48	1233	1236	140	med_exam	3-bert
48	1692	1694	53	med_exam	3-bert
48	1706	1708	53	med_exam	3-bert
48	1709	1711	48	med_exam	3-bert
51	345	347	23	med_exam	3-bert
51	352	354	23	med_exam	3-bert
51	1254	1256	18	med_exam	3-bert
51	1640	1646	1.2000	med_exam	3-bert
53	1395	1398	237	med_exam	3-bert
53	1418	1421	477	med_exam	3-bert
53	1563	1565	幾百	med_exam	3-bert
54	219	222	一點四	med_exam	3-bert
54	537	541	一百零四	med_exam	3-bert
54	575	579	一百零四	med_exam	3-bert
55	537	540	188	med_exam	3-bert
55	583	585	一百	med_exam	3-bert
55	1041	1044	兩百多	med_exam	3-bert
55	1061	1063	兩百	med_exam	3-bert
55	1065	1069	兩百零七	med_exam	3-bert
55	1090	1092	十五	med_exam	3-bert
57	148	150	三百	med_exam	3-bert
57	155	157	三百	med_exam	3-bert
57	197	199	98	med_exam	3-bert
58	41	42	8	med_exam	3-bert
59	165	169	38.2	med_exam	3-bert
59	679	683	38.2	med_exam	3-bert
59	684	688	37.9	med_exam	3-bert
59	694	698	38.2	med_exam	3-bert
59	702	705	379	med_exam	3-bert
59	706	709	382	med_exam	3-bert
59	1119	1122	139	med_exam	3-bert
60	1990	1995	160ml	med_exam	3-bert
62	131	133	58	med_exam	3-bert
62	170	173	175	med_exam	3-bert
62	177	180	175	med_exam	3-bert
62	187	190	175	med_exam	3-bert
62	198	201	174	med_exam	3-bert
62	1222	1225	150	med_exam	3-bert
62	1252	1255	270	med_exam	3-bert
62	1259	1262	270	med_exam	3-bert
63	158	161	138	med_exam	3-bert
63	173	176	7．9	med_exam	3-bert
63	205	208	7．9	med_exam	3-bert
63	236	241	14600	med_exam	3-bert
63	253	257	4900	med_exam	3-bert
63	358	362	1．44	med_exam	3-bert
63	1004	1008	1200	med_exam	3-bert
63	1012	1016	1200	med_exam	3-bert
63	1038	1042	2100	med_exam	3-bert
64	35	39	900多	med_exam	3-bert
65	290	293	九十二	med_exam	3-bert
65	294	299	一百三十一	med_exam	3-bert
65	1250	1252	三百	med_exam	3-bert
65	1476	1479	七百二	med_exam	3-bert
65	1750	1753	七百二	med_exam	3-bert
65	2302	2311	178290737	med_exam	3-bert
67	2903	2907	37.3	med_exam	3-bert
67	2913	2917	37.3	med_exam	3-bert
67	2923	2927	37.3	med_exam	3-bert
67	2928	2932	37.4	med_exam	3-bert
68	1150	1152	15	med_exam	3-bert
70	49	52	414	med_exam	3-bert
70	53	56	356	med_exam	3-bert
70	63	65	50	med_exam	3-bert
70	1130	1132	4倍	med_exam	3-bert
72	162	167	37度點2	med_exam	3-bert
72	431	436	4.9公分	med_exam	3-bert
72	497	503	4.01公分	med_exam	3-bert
72	618	622	27.3	med_exam	3-bert
72	627	630	2.6	med_exam	3-bert
72	634	637	2.6	med_exam	3-bert
72	641	644	2.6	med_exam	3-bert
72	674	678	2100	med_exam	3-bert
72	680	684	2900	med_exam	3-bert
73	92	95	889	med_exam	3-bert
73	291	295	2．0版	med_exam	3-bert
75	561	564	4.5	med_exam	3-bert
75	568	571	4.5	med_exam	3-bert
75	680	683	435	med_exam	3-bert
75	687	690	435	med_exam	3-bert
75	723	726	4.5	med_exam	3-bert
75	1410	1413	1.1	med_exam	3-bert
75	1431	1434	0.幾	med_exam	3-bert
75	1439	1442	0.幾	med_exam	3-bert
75	1450	1453	1.1	med_exam	3-bert
75	1457	1460	1.1	med_exam	3-bert
77	887	890	4.6	med_exam	3-bert
77	900	904	4.50	med_exam	3-bert
77	1140	1143	300	med_exam	3-bert
77	1145	1148	380	med_exam	3-bert
79	330	334	39.5	med_exam	3-bert
79	356	358	22	med_exam	3-bert
79	1288	1290	35	med_exam	3-bert
79	1299	1301	35	med_exam	3-bert
79	1392	1395	29號	med_exam	3-bert
79	1510	1514	四十幾時	med_exam	3-bert
79	1798	1801	102	med_exam	3-bert
79	1809	1812	102	med_exam	3-bert
80	1303	1305	91	med_exam	3-bert
80	1312	1314	91	med_exam	3-bert
82	486	489	八十五	med_exam	3-bert
82	644	647	七點二	med_exam	3-bert
82	648	651	八點四	med_exam	3-bert
83	330	334	38.1	med_exam	3-bert
83	1746	1749	七十幾	med_exam	3-bert
83	1756	1759	七十五	med_exam	3-bert
83	2126	2130	7/12	med_exam	3-bert
83	2381	2385	7/15	med_exam	3-bert
83	2761	2763	19	med_exam	3-bert
83	2764	2766	20	med_exam	3-bert
83	2896	2898	14	med_exam	3-bert
83	2927	2929	15	med_exam	3-bert
84	1729	1732	723	med_exam	3-bert
85	38	40	12	med_exam	3-bert
85	169	171	22	med_exam	3-bert
85	175	178	1.8	med_exam	3-bert
85	642	645	三千八	med_exam	3-bert
85	1151	1154	170	med_exam	3-bert
85	1155	1158	180	med_exam	3-bert
85	1204	1207	170	med_exam	3-bert
85	1208	1211	180	med_exam	3-bert
85	1236	1239	170	med_exam	3-bert
85	1262	1265	160	med_exam	3-bert
85	1278	1281	170	med_exam	3-bert
85	1334	1337	190	med_exam	3-bert
85	1354	1357	190	med_exam	3-bert
85	1366	1369	170	med_exam	3-bert
88	69	73	0．80	med_exam	3-bert
88	261	264	141	med_exam	3-bert
88	296	298	54	med_exam	3-bert
88	320	322	40	med_exam	3-bert
88	649	652	150	med_exam	3-bert
88	696	698	80	med_exam	3-bert
88	717	720	126	med_exam	3-bert
88	732	734	80	med_exam	3-bert
88	746	750	5601	med_exam	3-bert
88	767	771	16．4	med_exam	3-bert
88	1937	1939	7齁	med_exam	3-bert
90	311	313	40	med_exam	3-bert
90	421	425	37.2	med_exam	3-bert
90	1187	1191	10.9	med_exam	3-bert
91	365	368	110	med_exam	3-bert
91	379	382	110	med_exam	3-bert
91	520	523	0.5	med_exam	3-bert
92	773	778	六百八十二	med_exam	3-bert
92	783	788	六百八十二	med_exam	3-bert
92	836	838	七十	med_exam	3-bert
92	931	933	七十	med_exam	3-bert
92	1424	1433	148390275	med_exam	3-bert
93	803	813	1287394675	med_exam	3-bert
94	505	508	一百九	med_exam	3-bert
94	1423	1426	五十幾	med_exam	3-bert
94	1428	1431	七十幾	med_exam	3-bert
94	1435	1438	七十幾	med_exam	3-bert
94	1529	1531	八十	med_exam	3-bert
94	1541	1543	八十	med_exam	3-bert
94	1548	1550	八十	med_exam	3-bert
94	1559	1561	八十	med_exam	3-bert
94	1562	1564	八十	med_exam	3-bert
95	154	156	一百	med_exam	3-bert
96	505	508	五十幾	med_exam	3-bert
96	522	525	五十九	med_exam	3-bert
96	810	813	一五二	med_exam	3-bert
96	1279	1282	三公斤	med_exam	3-bert
96	1288	1291	三公斤	med_exam	3-bert
96	1292	1295	四公斤	med_exam	3-bert
96	1321	1324	105	med_exam	3-bert
99	892	895	5公分	med_exam	3-bert
99	900	903	5公分	med_exam	3-bert
100	55	59	0.72	med_exam	3-bert
100	161	163	一千	med_exam	3-bert
100	1516	1519	9點幾	med_exam	3-bert
100	2124	2129	1.5公斤	med_exam	3-bert
100	2167	2170	4公斤	med_exam	3-bert
100	2174	2177	4公斤	med_exam	3-bert
102	151	153	85	med_exam	3-bert
102	164	167	100	med_exam	3-bert
102	187	189	85	med_exam	3-bert
102	247	249	80	med_exam	3-bert
102	282	284	27	med_exam	3-bert
102	307	309	30	med_exam	3-bert
102	322	324	80	med_exam	3-bert
106	347	352	100公斤	med_exam	3-bert
106	369	372	102	med_exam	3-bert
107	39	43	2500	med_exam	3-bert
107	44	48	2900	med_exam	3-bert
107	59	63	2800	med_exam	3-bert
107	85	88	1.0	med_exam	3-bert
107	93	96	1.0	med_exam	3-bert
107	99	103	1.87	med_exam	3-bert
107	122	126	2500	med_exam	3-bert
107	779	782	1點半	med_exam	3-bert
107	1153	1156	10點	med_exam	3-bert
107	1158	1162	10點多	med_exam	3-bert
110	3	8	七十八點五	med_exam	3-bert
110	12	17	七十八點五	med_exam	3-bert
110	21	26	七十八點二	med_exam	3-bert
110	31	36	七十八點二	med_exam	3-bert
110	81	83	95	med_exam	3-bert
110	235	240	五百二十二	med_exam	3-bert
110	248	253	五百二十二	med_exam	3-bert
110	863	867	二比二三	med_exam	3-bert
111	2259	2260	一	med_exam	3-bert
112	646	649	255	med_exam	3-bert
117	465	467	20	med_exam	3-bert
121	997	1006	289370198	med_exam	3-bert
122	900	903	717	med_exam	3-bert
122	1423	1426	414	med_exam	3-bert
126	681	684	160	med_exam	3-bert
126	685	687	58	med_exam	3-bert
128	448	450	10	med_exam	3-bert
128	928	932	7846	med_exam	3-bert
128	941	946	五百二十六	med_exam	3-bert
129	284	286	10	med_exam	3-bert
129	1998	2001	211	med_exam	3-bert
129	2002	2005	211	med_exam	3-bert
131	419	422	107	med_exam	3-bert
132	1270	1273	106	med_exam	3-bert
132	1275	1278	106	med_exam	3-bert
133	820	823	525	med_exam	3-bert
135	1007	1009	七千	med_exam	3-bert
137	2042	2044	一百	med_exam	3-bert
137	2061	2064	100	med_exam	3-bert
138	64	66	32	med_exam	3-bert
138	91	94	五十幾	med_exam	3-bert
140	714	716	30	med_exam	3-bert
140	1289	1292	一百五	med_exam	3-bert
140	1917	1921	2735	med_exam	3-bert
145	377	379	29	med_exam	3-bert
145	380	382	29	med_exam	3-bert
150	4681	4685	1500	med_exam	3-bert
153	53	56	3到4	med_exam	3-bert
153	1443	1446	521	med_exam	3-bert
153	1720	1723	521	med_exam	3-bert
153	1730	1733	1/3	med_exam	3-bert
154	1008	1012	2～24	med_exam	3-bert
155	1634	1638	1800	med_exam	3-bert
155	1647	1651	1800	med_exam	3-bert
156	300	303	二一一	med_exam	3-bert
156	3273	3277	5632	med_exam	3-bert
158	448	451	二十幾	med_exam	3-bert
158	1381	1390	124699678	med_exam	3-bert
